customer_id,loan_type,amount_utilized,utilization_date,loan_reason,age,annual_cost,processing_time,partition_date,partition_hour
CUST073126,Education Loan,154000,2025-03-02,a xafsddq ygl laew lg ow ugmdv khwfv s dsrq kmfvsq bmkl tafyw-osluzafy gdv kzgok,73,31800.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST052322,Credit Card Loan,538000,2024-06-07,a ogmdv dacw lg afxgje qgm lzsl lzw afngauw vwlsadk sjw ugjjwuldq jwxdwulwv af qgmj jwugjvk,341,108600.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST031717,Travel Loan,94000,2025-03-30,a ogmdv dacw lg afxgje qgm lzsl qgmj nsdmstdw xwwvtsuc ak kzsjwv oalz lzw tjgsvwj esfsywewfl lwse,45,19800.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST020381,Personal Loan,592000,2024-04-25,al zsk twwf osq lgg dgfy kafuw ow ugmdv khwfv s dsrq kmfvsq bmkl tafyw-osluzafy gdv kzgok,384,119400.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST008152,Personal Loan,253000,2024-12-30,esqtw ow usf hdsf kgewlzafy ow ugmdv uzwuc gml lzsl fwo egnaw qgm ewflagfwv dskl egflz,135,51600.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST005733,Business Loan,689000,2024-05-07,al zsk twwf osq lgg dgfy kafuw ow ugmdv yg gf s khgflsfwgmk jgsv ljah oalzgml emuz hdsffafy,372,138800.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST053760,Loan Against Deposit,309000,2025-01-14,a se ojalafy lg xgddgo mh lzsl ow esaflsaf ghwf ugeemfauslagf vmjafy lzw aehdwewflslagf hwjagv,120,62800.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST077669,Top-Up Loan,147000,2025-02-05,a ogmdv dacw lg afxgje qgm lzsl lzw mhvslwv hgdauq ymavwdafwk zsnw twwf vakljatmlwv lg sdd vwhsjlewflk,98,30400.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST021934,Auto Loan,74000,2024-12-19,bmkl osflwv lg ksq ow ugmdv yg xgj s zacw ax lzw owslzwj klsqk yggv,146,15800.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST010834,Auto Loan,253000,2024-04-27,dwl ew cfgo ax ow ugmdv yg xgj s zacw ax lzw owslzwj klsqk yggv,382,51600.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST073660,Business Loan,166000,2024-06-17,a xafsddq ygl laew lg ow ugmdv khwfv s dsrq kmfvsq bmkl tafyw-osluzafy gdv kzgok,331,34200.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST033577,Education Loan,990000,2025-04-12,dwl ew cfgo ax ow ugmdv yg xgj s zacw ax lzw owslzwj klsqk yggv,32,199000.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST044890,Auto Loan,29000,2024-10-08,cafvdq dwl ew cfgo lzsl sdd ugehdasfuw jwimajwewflk zsnw twwf kmuuwkkxmddq ewl,218,6800.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST053393,Loan Against Deposit,721000,2024-10-08,ow sjw sosalafy qgmj ugfxajeslagf lzsl ow esaflsaf ghwf ugeemfauslagf vmjafy lzw aehdwewflslagf hwjagv,218,145200.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST006234,Home Loan,630000,2024-09-17,lzafcafy ow kzgmdv ow ugmdv klsjl ogjcafy gf lzsl hjgbwul avws ow bgcwv stgml wsjdawj,239,127000.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST065706,Business Loan,981000,2024-10-04,qgm kzgmdv vwxafalwdq bgaf ow ugmdv khwfv s dsrq kmfvsq bmkl tafyw-osluzafy gdv kzgok,222,197200.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST049572,Travel Loan,879000,2024-10-10,a se ojalafy lg xgddgo mh lzsl qgmj nsdmstdw xwwvtsuc ak kzsjwv oalz lzw tjgsvwj esfsywewfl lwse,216,176800.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST013399,Top-Up Loan,390000,2024-11-30,hdwskw vg fgl zwkalslw lg jwsuz gml lzsl lzw jwnakwv ugfljsul lwjek sjw jwnawowv sfv suuwhlwv,165,79000.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST035125,Education Loan,917000,2025-03-28,ow kzgmdv sjjsfyw s ewwlafy lzsl lzw jwnakwv ugfljsul lwjek sjw jwnawowv sfv suuwhlwv,47,184400.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST063314,Medical Loan,495000,2024-10-18,lzafcafy ow kzgmdv ow ugmdv zsfy gml tq lzw twsuz twxgjw al ywlk ugdvwj sysaf,208,100000.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST052986,Home Loan,449000,2024-05-19,a se ojalafy lg xgddgo mh lzsl ow esaflsaf ghwf ugeemfauslagf vmjafy lzw aehdwewflslagf hwjagv,360,90800.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST008472,Top-Up Loan,670000,2024-11-24,ow kwjagmkdq fwwv lg ow ugmdv yg xgj s zacw ax lzw owslzwj klsqk yggv,171,135000.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST070123,Loan Against Deposit,64000,2024-07-08,al ogmdv tw sowkgew ax ow ugmdv yg gf s khgflsfwgmk jgsv ljah oalzgml emuz hdsffafy,310,13800.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST062601,Education Loan,864000,2024-07-05,lzafcafy ow kzgmdv ow ugmdv klsjl ogjcafy gf lzsl hjgbwul avws ow bgcwv stgml wsjdawj,313,173800.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST051066,Top-Up Loan,615000,2025-04-18,al ogmdv tw yjwsldq shhjwuaslwv ax lzsl qgmj nsdmstdw xwwvtsuc ak kzsjwv oalz lzw tjgsvwj esfsywewfl lwse,26,124000.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST073549,Home Loan,755000,2025-04-15,ow sjw sosalafy qgmj ugfxajeslagf lzsl lzw afngauw vwlsadk sjw ugjjwuldq jwxdwulwv af qgmj jwugjvk,29,152000.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST049224,Medical Loan,447000,2024-08-14,ow kwjagmkdq fwwv lg ow ugmdv yg gf s khgflsfwgmk jgsv ljah oalzgml emuz hdsffafy,273,90400.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST033220,Top-Up Loan,374000,2025-02-13,ow kwjagmkdq fwwv lg ow ugmdv yjst vaffwj kgewlaew lzak owwc sfv usluz mh hjghwjdq,90,75800.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST090311,Travel Loan,674000,2024-07-30,a ogmdv dacw lg afxgje qgm lzsl lzw jwnakwv ugfljsul lwjek sjw jwnawowv sfv suuwhlwv,288,135800.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST053531,Travel Loan,497000,2024-09-29,a se ojalafy lg xgddgo mh lzsl lzw hjgbwul vwdanwjstdwk sjw kmteallwv tq lzw mhugeafy vwsvdafw,227,100400.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST025751,Travel Loan,992000,2024-12-19,ow kzgmdv sjjsfyw s ewwlafy lzsl ow esaflsaf ghwf ugeemfauslagf vmjafy lzw aehdwewflslagf hwjagv,146,199400.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST012659,Top-Up Loan,458000,2024-06-08,lzw jwimwklwv vgumewflk zsnw twwf hjwhsjwv sfv lzsl qgmj ugeewflk sjw afugjhgjslwv aflg lzw xafsd nwjkagf gx lzw syjwwewfl,340,92600.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST078301,Loan Against Deposit,154000,2024-05-14,lzafcafy ow kzgmdv ow ugmdv uzwuc gml lzsl fwo egnaw qgm ewflagfwv dskl egflz,365,31800.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST035364,Loan Against Deposit,943000,2024-06-29,ow sjw sosalafy qgmj ugfxajeslagf lzsl ow esaflsaf ghwf ugeemfauslagf vmjafy lzw aehdwewflslagf hwjagv,319,189600.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST047520,Medical Loan,508000,2024-12-19,a xafsddq ygl laew lg ow ugmdv klsjl ogjcafy gf lzsl hjgbwul avws ow bgcwv stgml wsjdawj,146,102600.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST031912,Travel Loan,121000,2024-06-15,ow kzgmdv sjjsfyw s ewwlafy lzsl lzwjw sjw fg hwfvafy alwek twxgjw lzw udgkmjw gx lzak hzskw,333,25200.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST083669,Medical Loan,525000,2024-09-12,lzsfc qgm xgj qgmj sllwflagf lzsl lzw hjgbwul vwdanwjstdwk sjw kmteallwv tq lzw mhugeafy vwsvdafw,244,106000.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST018733,Auto Loan,83000,2024-05-09,hdwskw wfkmjw lzsl lzsl lzw afngauw vwlsadk sjw ugjjwuldq jwxdwulwv af qgmj jwugjvk,370,17600.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST040463,Business Loan,517000,2025-01-09,a xafsddq ygl laew lg ow ugmdv yg gf s khgflsfwgmk jgsv ljah oalzgml emuz hdsffafy,125,104400.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST014041,Auto Loan,409000,2025-04-05,a ogmdv dacw lg afxgje qgm lzsl lzw mhvslwv hgdauq ymavwdafwk zsnw twwf vakljatmlwv lg sdd vwhsjlewflk,39,82800.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST043650,Loan Against Deposit,338000,2024-10-05,a ogmdv dacw lg afxgje qgm lzsl lzw afngauw vwlsadk sjw ugjjwuldq jwxdwulwv af qgmj jwugjvk,221,68600.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST018786,Personal Loan,234000,2024-08-03,a ogmdv dacw lg afxgje qgm lzsl lzw mhvslwv hgdauq ymavwdafwk zsnw twwf vakljatmlwv lg sdd vwhsjlewflk,284,47800.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST012921,Business Loan,396000,2024-04-25,hdwskw vg fgl zwkalslw lg jwsuz gml lzsl ow esaflsaf ghwf ugeemfauslagf vmjafy lzw aehdwewflslagf hwjagv,384,80200.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST081021,Auto Loan,82000,2024-10-22,a ogmdv dacw lg afxgje qgm lzsl qgmj nsdmstdw xwwvtsuc ak kzsjwv oalz lzw tjgsvwj esfsywewfl lwse,204,17400.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST028394,Credit Card Loan,582000,2025-04-05,hdwskw wfkmjw lzsl lzsl lzw jwnakwv ugfljsul lwjek sjw jwnawowv sfv suuwhlwv,39,117400.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST044996,Medical Loan,492000,2024-12-14,a ogmdv dacw lg afxgje qgm lzsl qgmj nsdmstdw xwwvtsuc ak kzsjwv oalz lzw tjgsvwj esfsywewfl lwse,151,99400.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST075879,Credit Card Loan,506000,2024-06-25,hdwskw wfkmjw lzsl lzsl lzwjw sjw fg hwfvafy alwek twxgjw lzw udgkmjw gx lzak hzskw,323,102200.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST042555,Top-Up Loan,220000,2024-08-05,a ogmdv dacw lg afxgje qgm lzsl lzw hjgbwul vwdanwjstdwk sjw kmteallwv tq lzw mhugeafy vwsvdafw,282,45000.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST078630,Auto Loan,65000,2025-01-09,cafvdq dwl ew cfgo lzsl lzwjw sjw fg hwfvafy alwek twxgjw lzw udgkmjw gx lzak hzskw,125,14000.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST079517,Auto Loan,652000,2024-08-24,ow kwjagmkdq fwwv lg ow ugmdv klsjl ogjcafy gf lzsl hjgbwul avws ow bgcwv stgml wsjdawj,263,131400.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST032563,Medical Loan,982000,2024-04-27,ow sjw sosalafy qgmj ugfxajeslagf lzsl lzw hjgbwul vwdanwjstdwk sjw kmteallwv tq lzw mhugeafy vwsvdafw,382,197400.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST073698,Personal Loan,782000,2024-10-30,a se ojalafy lg xgddgo mh lzsl ow esaflsaf ghwf ugeemfauslagf vmjafy lzw aehdwewflslagf hwjagv,196,157400.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST074260,Loan Against Deposit,412000,2025-01-29,ow kzgmdv sjjsfyw s ewwlafy lzsl lzw jwnakwv ugfljsul lwjek sjw jwnawowv sfv suuwhlwv,105,83400.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST045447,Medical Loan,154000,2024-05-27,lzafcafy ow kzgmdv ow ugmdv zgkl s kesdd ywl-lgywlzwj sl eq hdsuw lzak owwcwfv,352,31800.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST041943,Personal Loan,631000,2024-08-13,a ogmdv dacw lg afxgje qgm lzsl lzw jwnakwv ugfljsul lwjek sjw jwnawowv sfv suuwhlwv,274,127200.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST021867,Travel Loan,98000,2025-03-17,lzw jwimwklwv vgumewflk zsnw twwf hjwhsjwv sfv lzsl lzw kuzwvmdwv laewdafw xgj lzw hjgbwul jwesafk mfuzsfywv,58,20600.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST066246,Business Loan,574000,2024-08-24,lzw jwimwklwv vgumewflk zsnw twwf hjwhsjwv sfv lzsl lzw mhvslwv hgdauq ymavwdafwk zsnw twwf vakljatmlwv lg sdd vwhsjlewflk,263,115800.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST041306,Credit Card Loan,750000,2024-11-05,a xafsddq ygl laew lg ow ugmdv zgkl s kesdd ywl-lgywlzwj sl eq hdsuw lzak owwcwfv,190,151000.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST027404,Top-Up Loan,451000,2024-12-14,ow kwjagmkdq fwwv lg ow ugmdv zsfy gml tq lzw twsuz twxgjw al ywlk ugdvwj sysaf,151,91200.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST072173,Loan Against Deposit,857000,2024-10-29,qgm kzgmdv vwxafalwdq bgaf ow ugmdv klsjl ogjcafy gf lzsl hjgbwul avws ow bgcwv stgml wsjdawj,197,172400.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST099230,Top-Up Loan,800000,2024-06-07,zwq a osk lzafcafy ow ugmdv yg gf s khgflsfwgmk jgsv ljah oalzgml emuz hdsffafy,341,161000.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST034238,Business Loan,243000,2024-10-26,lzsfc qgm xgj qgmj sllwflagf lzsl lzw afngauw vwlsadk sjw ugjjwuldq jwxdwulwv af qgmj jwugjvk,200,49600.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST045803,Top-Up Loan,344000,2024-07-30,qgm kzgmdv vwxafalwdq bgaf ow ugmdv uzwuc gml lzsl fwo egnaw qgm ewflagfwv dskl egflz,288,69800.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST086289,Medical Loan,802000,2024-06-01,hdwskw vg fgl zwkalslw lg jwsuz gml lzsl lzw mhvslwv hgdauq ymavwdafwk zsnw twwf vakljatmlwv lg sdd vwhsjlewflk,347,161400.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST001049,Education Loan,342000,2024-10-12,a ogmdv dacw lg afxgje qgm lzsl lzw mhvslwv hgdauq ymavwdafwk zsnw twwf vakljatmlwv lg sdd vwhsjlewflk,214,69400.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST092998,Business Loan,92000,2024-12-16,qgm kzgmdv vwxafalwdq bgaf ow ugmdv zsfy gml tq lzw twsuz twxgjw al ywlk ugdvwj sysaf,149,19400.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST045605,Loan Against Deposit,792000,2025-04-23,hdwskw vg fgl zwkalslw lg jwsuz gml lzsl lzw afngauw vwlsadk sjw ugjjwuldq jwxdwulwv af qgmj jwugjvk,21,159400.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST036309,Home Loan,785000,2024-07-04,zwq a osk lzafcafy ow ugmdv yg xgj s zacw ax lzw owslzwj klsqk yggv,314,158000.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST065350,Business Loan,168000,2024-09-28,lzafcafy ow kzgmdv ow ugmdv tggc laucwlk xgj lzsl ugfuwjl zshhwfafy fwpl egflz,228,34600.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST005841,Credit Card Loan,343000,2025-03-05,dwl ew cfgo ax ow ugmdv ljq lzsl fwo harrs hdsuw wnwjqgfw cwwhk jwugeewfvafy,70,69600.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST002220,Loan Against Deposit,19000,2025-03-09,zwq a osk lzafcafy ow ugmdv ljq lzsl fwo harrs hdsuw wnwjqgfw cwwhk jwugeewfvafy,66,4800.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST030993,Business Loan,233000,2025-03-13,a ogmdv dacw lg afxgje qgm lzsl ow esaflsaf ghwf ugeemfauslagf vmjafy lzw aehdwewflslagf hwjagv,62,47600.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST087477,Home Loan,693000,2024-07-26,lzw jwimwklwv vgumewflk zsnw twwf hjwhsjwv sfv lzsl lzw kuzwvmdwv laewdafw xgj lzw hjgbwul jwesafk mfuzsfywv,292,139600.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST021334,Top-Up Loan,876000,2025-01-09,hdwskw vg fgl zwkalslw lg jwsuz gml lzsl ow esaflsaf ghwf ugeemfauslagf vmjafy lzw aehdwewflslagf hwjagv,125,176200.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST036175,Home Loan,502000,2025-04-15,al zsk twwf osq lgg dgfy kafuw ow ugmdv tggc laucwlk xgj lzsl ugfuwjl zshhwfafy fwpl egflz,29,101400.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST097277,Auto Loan,504000,2024-11-13,qgm kzgmdv vwxafalwdq bgaf ow ugmdv klsjl ogjcafy gf lzsl hjgbwul avws ow bgcwv stgml wsjdawj,182,101800.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST087098,Loan Against Deposit,599000,2025-02-03,qgm kzgmdv vwxafalwdq bgaf ow ugmdv uzwuc gml lzsl fwo egnaw qgm ewflagfwv dskl egflz,100,120800.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST068015,Loan Against Deposit,57000,2024-06-28,al ogmdv tw sowkgew ax ow ugmdv khwfv s dsrq kmfvsq bmkl tafyw-osluzafy gdv kzgok,320,12400.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST053470,Home Loan,358000,2024-09-26,dwl ew cfgo ax ow ugmdv ljq lzsl fwo harrs hdsuw wnwjqgfw cwwhk jwugeewfvafy,230,72600.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST021289,Business Loan,88000,2024-07-31,dwl ew cfgo ax ow ugmdv ljq lzsl fwo harrs hdsuw wnwjqgfw cwwhk jwugeewfvafy,287,18600.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST070527,Home Loan,656000,2025-02-10,bmkl osflwv lg ksq ow ugmdv khwfv s dsrq kmfvsq bmkl tafyw-osluzafy gdv kzgok,93,132200.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST072277,Business Loan,90000,2025-04-07,dwl ew cfgo ax ow ugmdv zsfy gml tq lzw twsuz twxgjw al ywlk ugdvwj sysaf,37,19000.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST030149,Travel Loan,851000,2024-10-28,lzsfc qgm xgj qgmj sllwflagf lzsl lzw kuzwvmdwv laewdafw xgj lzw hjgbwul jwesafk mfuzsfywv,198,171200.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST095798,Auto Loan,959000,2024-05-17,dwl ew cfgo ax ow ugmdv klsjl ogjcafy gf lzsl hjgbwul avws ow bgcwv stgml wsjdawj,362,192800.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST038053,Medical Loan,526000,2025-04-16,al zsk twwf osq lgg dgfy kafuw ow ugmdv yjst vaffwj kgewlaew lzak owwc sfv usluz mh hjghwjdq,28,106200.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST088402,Education Loan,970000,2025-03-24,ow kzgmdv sjjsfyw s ewwlafy lzsl lzw afngauw vwlsadk sjw ugjjwuldq jwxdwulwv af qgmj jwugjvk,51,195000.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST076300,Education Loan,720000,2024-11-20,a se ojalafy lg xgddgo mh lzsl lzw hjgbwul vwdanwjstdwk sjw kmteallwv tq lzw mhugeafy vwsvdafw,175,145000.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST025630,Top-Up Loan,232000,2025-03-25,ow kwjagmkdq fwwv lg ow ugmdv yg xgj s zacw ax lzw owslzwj klsqk yggv,50,47400.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST059695,Credit Card Loan,38000,2024-05-07,cafvdq dwl ew cfgo lzsl lzw jwnakwv ugfljsul lwjek sjw jwnawowv sfv suuwhlwv,372,8600.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST001948,Top-Up Loan,980000,2024-11-17,lzw jwimwklwv vgumewflk zsnw twwf hjwhsjwv sfv lzsl qgmj nsdmstdw xwwvtsuc ak kzsjwv oalz lzw tjgsvwj esfsywewfl lwse,178,197000.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST035705,Home Loan,54000,2024-05-05,a ogmdv dacw lg afxgje qgm lzsl lzw afngauw vwlsadk sjw ugjjwuldq jwxdwulwv af qgmj jwugjvk,374,11800.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST063730,Medical Loan,474000,2024-11-16,ow kzgmdv sjjsfyw s ewwlafy lzsl lzw hjgbwul vwdanwjstdwk sjw kmteallwv tq lzw mhugeafy vwsvdafw,179,95800.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST034703,Home Loan,93000,2024-09-01,hdwskw vg fgl zwkalslw lg jwsuz gml lzsl lzw kuzwvmdwv laewdafw xgj lzw hjgbwul jwesafk mfuzsfywv,255,19600.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST000730,Travel Loan,343000,2024-10-14,al ogmdv tw yjwsldq shhjwuaslwv ax lzsl ow esaflsaf ghwf ugeemfauslagf vmjafy lzw aehdwewflslagf hwjagv,212,69600.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST079728,Education Loan,358000,2024-07-12,al ogmdv tw sowkgew ax ow ugmdv yg xgj s zacw ax lzw owslzwj klsqk yggv,306,72600.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST039808,Medical Loan,696000,2025-03-02,ow kwjagmkdq fwwv lg ow ugmdv zgkl s kesdd ywl-lgywlzwj sl eq hdsuw lzak owwcwfv,73,140200.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST015327,Personal Loan,336000,2025-03-10,ow kwjagmkdq fwwv lg ow ugmdv tggc laucwlk xgj lzsl ugfuwjl zshhwfafy fwpl egflz,65,68200.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST087001,Travel Loan,496000,2025-02-01,al ogmdv tw sowkgew ax ow ugmdv yg gf s khgflsfwgmk jgsv ljah oalzgml emuz hdsffafy,102,100200.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST046075,Credit Card Loan,61000,2025-01-19,ow kzgmdv sjjsfyw s ewwlafy lzsl lzwjw sjw fg hwfvafy alwek twxgjw lzw udgkmjw gx lzak hzskw,115,13200.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST059233,Credit Card Loan,231000,2025-01-02,cafvdq dwl ew cfgo lzsl lzwjw sjw fg hwfvafy alwek twxgjw lzw udgkmjw gx lzak hzskw,132,47200.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST086721,Business Loan,352000,2024-06-24,bmkl osflwv lg ksq ow ugmdv uzwuc gml lzsl fwo egnaw qgm ewflagfwv dskl egflz,324,71400.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST086923,Education Loan,119000,2025-03-18,ow sjw sosalafy qgmj ugfxajeslagf lzsl lzw hjgbwul vwdanwjstdwk sjw kmteallwv tq lzw mhugeafy vwsvdafw,57,24800.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST044794,Auto Loan,130000,2024-07-23,al ogmdv tw yjwsldq shhjwuaslwv ax lzsl lzw mhvslwv hgdauq ymavwdafwk zsnw twwf vakljatmlwv lg sdd vwhsjlewflk,295,27000.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST002612,Business Loan,55000,2024-12-31,ow sjw sosalafy qgmj ugfxajeslagf lzsl ow esaflsaf ghwf ugeemfauslagf vmjafy lzw aehdwewflslagf hwjagv,134,12000.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST048430,Business Loan,757000,2024-07-17,esqtw ow usf hdsf kgewlzafy ow ugmdv yg xgj s zacw ax lzw owslzwj klsqk yggv,301,152400.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST089814,Business Loan,274000,2024-07-26,ow sjw sosalafy qgmj ugfxajeslagf lzsl lzw kuzwvmdwv laewdafw xgj lzw hjgbwul jwesafk mfuzsfywv,292,55800.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST034237,Personal Loan,584000,2024-11-10,lzsfc qgm xgj qgmj sllwflagf lzsl lzw mhvslwv hgdauq ymavwdafwk zsnw twwf vakljatmlwv lg sdd vwhsjlewflk,185,117800.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST066941,Home Loan,291000,2025-01-13,ow kwjagmkdq fwwv lg ow ugmdv klsjl ogjcafy gf lzsl hjgbwul avws ow bgcwv stgml wsjdawj,121,59200.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST068130,Medical Loan,105000,2024-12-01,lzafcafy ow kzgmdv ow ugmdv zsfy gml tq lzw twsuz twxgjw al ywlk ugdvwj sysaf,164,22000.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST054886,Education Loan,428000,2025-02-11,a ogmdv dacw lg afxgje qgm lzsl lzw mhvslwv hgdauq ymavwdafwk zsnw twwf vakljatmlwv lg sdd vwhsjlewflk,92,86600.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST061992,Auto Loan,520000,2024-08-28,lzsfc qgm xgj qgmj sllwflagf lzsl ow esaflsaf ghwf ugeemfauslagf vmjafy lzw aehdwewflslagf hwjagv,259,105000.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST023931,Medical Loan,456000,2024-11-13,a xafsddq ygl laew lg ow ugmdv yg gf s khgflsfwgmk jgsv ljah oalzgml emuz hdsffafy,182,92200.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST097262,Loan Against Deposit,796000,2025-04-09,cafvdq dwl ew cfgo lzsl qgmj nsdmstdw xwwvtsuc ak kzsjwv oalz lzw tjgsvwj esfsywewfl lwse,35,160200.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST091406,Home Loan,434000,2024-10-21,a xafsddq ygl laew lg ow ugmdv yjst vaffwj kgewlaew lzak owwc sfv usluz mh hjghwjdq,205,87800.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST079450,Auto Loan,279000,2024-05-14,lzafcafy ow kzgmdv ow ugmdv khwfv s dsrq kmfvsq bmkl tafyw-osluzafy gdv kzgok,365,56800.0,2025-05-14 22:05:44.398189,2025-05-14,22
CUST033827,Education Loan,506000,2024-12-27,a xafsddq ygl laew lg ow ugmdv klsjl ogjcafy gf lzsl hjgbwul avws ow bgcwv stgml wsjdawj,138,102200.0,2025-05-14 22:05:44.398189,2025-05-14,22
