ticket_id,customer_id,complaint_category,complaint_date,severity
TICKET003695,CUST084570,Account Locked,2025-01-09,0
TICKET003696,CUST046739,Delayed Refund,2025-01-22,5
TICKET003697,CUST027585,ATM Withdrawal Failed,2025-01-01,1
TICKET003698,CUST022478,Loan Application Rejected,2024-11-23,10
TICKET003699,CUST049198,Card Not Working,2025-02-09,2
TICKET003700,CUST063691,ATM Withdrawal Failed,2025-02-21,7
TICKET003701,CUST029188,Unauthorized Transaction,2024-11-13,3
TICKET003702,CUST028705,Poor Customer Service,2025-03-01,2
TICKET003703,CUST086790,ATM Withdrawal Failed,2024-11-21,8
TICKET003704,CUST034297,Loan Application Rejected,2024-10-15,1
TICKET003705,CUST082771,Poor Customer Service,2024-11-14,4
TICKET003706,CUST071119,Unauthorized Transaction,2024-12-10,4
TICKET003707,CUST017856,Card Not Working,2024-11-02,4
TICKET003708,CUST090483,KYC Verification Delay,2024-12-10,10
TICKET003709,CUST028722,Incorrect Charges,2024-07-10,6
TICKET003710,CUST074177,Card Not Working,2024-06-09,2
TICKET003711,CUST039231,Poor Customer Service,2024-11-20,0
TICKET003712,CUST088593,Mobile App Issues,2024-07-10,9
TICKET003713,CUST058739,Card Not Working,2025-03-09,3
TICKET003714,CUST004385,Account Locked,2024-06-16,8
TICKET003715,CUST053885,Poor Customer Service,2024-07-05,4
TICKET003716,CUST098355,Incorrect Charges,2024-11-16,6
TICKET003717,CUST075522,Loan Application Rejected,2024-05-18,9
TICKET003718,CUST071449,Account Locked,2025-02-19,10
TICKET003719,CUST098460,Delayed Refund,2024-08-06,1
TICKET003720,CUST040527,ATM Withdrawal Failed,2025-05-05,6
TICKET003721,CUST053179,Poor Customer Service,2025-04-26,6
TICKET003722,CUST065789,Account Locked,2025-04-11,5
TICKET003723,CUST045063,Unauthorized Transaction,2024-09-30,7
TICKET003724,CUST008110,Loan Application Rejected,2024-11-08,8
TICKET003725,CUST016690,Card Not Working,2024-06-07,4
TICKET003726,CUST072028,Unauthorized Transaction,2024-09-13,0
TICKET003727,CUST018057,Account Locked,2024-08-25,4
TICKET003728,CUST029524,Card Not Working,2024-10-12,9
TICKET003729,CUST094731,Card Not Working,2024-08-23,4
TICKET003730,CUST085384,Unauthorized Transaction,2024-06-24,10
TICKET003731,CUST037465,Loan Application Rejected,2024-10-28,10
TICKET003732,CUST028527,ATM Withdrawal Failed,2024-09-28,7
TICKET003733,CUST015497,Card Not Working,2025-01-20,4
TICKET003734,CUST037911,Poor Customer Service,2025-03-19,8
TICKET003735,CUST029575,Mobile App Issues,2024-08-25,2
TICKET003736,CUST043646,Delayed Refund,2024-11-25,7
TICKET003737,CUST048111,Incorrect Charges,2025-04-30,9
TICKET003738,CUST049423,KYC Verification Delay,2024-07-05,1
TICKET003739,CUST084415,KYC Verification Delay,2025-01-22,4
TICKET003740,CUST074791,ATM Withdrawal Failed,2025-05-11,5
TICKET003741,CUST092617,Unauthorized Transaction,2024-06-23,10
TICKET003742,CUST073859,Delayed Refund,2025-03-03,7
TICKET003743,CUST097356,Poor Customer Service,2024-10-29,6
TICKET003744,CUST099059,Mobile App Issues,2024-06-24,6
TICKET003745,CUST024845,Delayed Refund,2024-12-27,0
TICKET003746,CUST042743,Loan Application Rejected,2025-04-29,8
TICKET003747,CUST060354,Mobile App Issues,2025-05-07,3
TICKET003748,CUST011252,Card Not Working,2024-07-11,2
TICKET003749,CUST042801,Loan Application Rejected,2024-12-09,7
TICKET003750,CUST048414,Poor Customer Service,2024-08-21,0
TICKET003751,CUST000799,Delayed Refund,2024-06-17,8
TICKET003752,CUST096428,Mobile App Issues,2024-07-30,5
TICKET003753,CUST078173,Mobile App Issues,2024-11-21,5
TICKET003754,CUST001991,Poor Customer Service,2024-08-28,1
TICKET003755,CUST077097,Poor Customer Service,2025-04-27,1
TICKET003756,CUST059475,Incorrect Charges,2025-02-09,9
TICKET003757,CUST009173,Incorrect Charges,2025-04-08,0
TICKET003758,CUST090016,Incorrect Charges,2024-12-18,7
TICKET003759,CUST013101,ATM Withdrawal Failed,2024-09-01,3
TICKET003760,CUST024599,Incorrect Charges,2025-01-02,7
TICKET003761,CUST012789,Account Locked,2024-05-20,10
TICKET003762,CUST084429,Unauthorized Transaction,2024-05-14,5
TICKET003763,CUST035590,Delayed Refund,2024-07-17,2
TICKET003764,CUST093129,Loan Application Rejected,2025-01-31,4
TICKET003765,CUST097454,Card Not Working,2024-10-22,5
TICKET003766,CUST055135,Account Locked,2024-08-04,10
TICKET003767,CUST094686,Loan Application Rejected,2025-02-17,1
TICKET003768,CUST045146,Account Locked,2024-11-05,1
TICKET003769,CUST082430,Account Locked,2024-08-02,3
TICKET003770,CUST016753,Mobile App Issues,2025-01-24,3
TICKET003771,CUST017362,Incorrect Charges,2025-02-02,6
TICKET003772,CUST013518,Card Not Working,2024-12-22,8
TICKET003773,CUST077967,Poor Customer Service,2025-03-17,9
TICKET003774,CUST016255,Mobile App Issues,2025-03-17,8
TICKET003775,CUST024511,Incorrect Charges,2025-04-25,0
TICKET003776,CUST018537,Account Locked,2024-05-20,2
TICKET003777,CUST013673,Account Locked,2024-11-27,9
TICKET003778,CUST055101,KYC Verification Delay,2025-04-01,4
TICKET003779,CUST014539,Account Locked,2025-03-05,8
TICKET003780,CUST030060,Delayed Refund,2024-12-10,2
TICKET003781,CUST091063,Loan Application Rejected,2024-08-28,8
TICKET003782,CUST062636,Loan Application Rejected,2024-10-19,1
TICKET003783,CUST049748,Unauthorized Transaction,2024-09-16,10
TICKET003784,CUST061071,Poor Customer Service,2025-03-05,7
TICKET003785,CUST012851,Card Not Working,2025-04-02,0
TICKET003786,CUST020033,KYC Verification Delay,2025-04-11,3
TICKET003787,CUST039904,Unauthorized Transaction,2024-05-28,2
TICKET003788,CUST023248,Delayed Refund,2025-02-22,6
TICKET003789,CUST057642,KYC Verification Delay,2025-05-01,6
TICKET003790,CUST077125,Unauthorized Transaction,2025-01-17,8
TICKET003791,CUST091658,Card Not Working,2024-06-07,8
TICKET003792,CUST095290,Mobile App Issues,2024-06-08,6
TICKET003793,CUST017098,Poor Customer Service,2025-01-08,2
TICKET003794,CUST069645,KYC Verification Delay,2024-12-15,4
TICKET003795,CUST080078,KYC Verification Delay,2024-05-27,1
TICKET003796,CUST049371,Unauthorized Transaction,2025-01-17,6
TICKET003797,CUST050232,Account Locked,2025-04-17,8
TICKET003798,CUST065725,ATM Withdrawal Failed,2025-04-29,6
TICKET003799,CUST000290,KYC Verification Delay,2024-10-03,7
TICKET003800,CUST015007,ATM Withdrawal Failed,2024-10-26,1
TICKET003801,CUST078010,Incorrect Charges,2024-06-24,6
TICKET003802,CUST008269,Incorrect Charges,2024-06-11,1
TICKET003803,CUST082521,Account Locked,2024-05-21,3
TICKET003804,CUST002866,Account Locked,2025-01-29,3
TICKET003805,CUST066502,Incorrect Charges,2025-02-07,10
TICKET003806,CUST052021,Card Not Working,2025-01-10,1
TICKET003807,CUST075874,Incorrect Charges,2024-08-09,0
TICKET003808,CUST003554,Account Locked,2024-05-15,2
TICKET003809,CUST034011,Incorrect Charges,2025-02-16,2
TICKET003810,CUST052172,KYC Verification Delay,2024-10-01,2
TICKET003811,CUST049917,Mobile App Issues,2024-08-08,6
TICKET003812,CUST045879,Delayed Refund,2025-02-16,7
TICKET003813,CUST047090,Mobile App Issues,2024-08-08,8
TICKET003814,CUST098909,Account Locked,2024-09-04,5
TICKET003815,CUST054261,Mobile App Issues,2024-07-27,7
TICKET003816,CUST004214,Mobile App Issues,2025-04-28,8
TICKET003817,CUST035989,Delayed Refund,2025-05-13,1
TICKET003818,CUST064113,Mobile App Issues,2024-06-21,1
TICKET003819,CUST036018,Incorrect Charges,2025-01-15,9
TICKET003820,CUST052713,ATM Withdrawal Failed,2025-04-23,4
TICKET003821,CUST031313,Loan Application Rejected,2024-08-29,6
TICKET003822,CUST002207,Incorrect Charges,2024-07-01,6
TICKET003823,CUST075858,KYC Verification Delay,2024-06-08,1
TICKET003824,CUST072950,Loan Application Rejected,2025-02-19,6
TICKET003825,CUST005386,Mobile App Issues,2025-03-21,7
TICKET003826,CUST058324,Loan Application Rejected,2025-02-23,8
TICKET003827,CUST091174,Account Locked,2024-05-20,9
TICKET003828,CUST055137,Incorrect Charges,2024-05-19,4
TICKET003829,CUST017011,Card Not Working,2024-10-25,4
TICKET003830,CUST047516,Card Not Working,2024-05-14,4
TICKET003831,CUST089475,Unauthorized Transaction,2025-02-08,5
TICKET003832,CUST077052,Unauthorized Transaction,2025-03-10,9
TICKET003833,CUST006989,Unauthorized Transaction,2025-04-03,3
TICKET003834,CUST043672,KYC Verification Delay,2025-04-10,8
TICKET003835,CUST014844,Incorrect Charges,2024-12-02,6
TICKET003836,CUST065486,Mobile App Issues,2024-12-13,10
TICKET003837,CUST000809,Card Not Working,2024-08-29,4
TICKET003838,CUST024627,Poor Customer Service,2025-03-19,2
TICKET003839,CUST089069,Poor Customer Service,2024-08-17,10
TICKET003840,CUST003483,ATM Withdrawal Failed,2025-03-03,9
TICKET003841,CUST079252,Poor Customer Service,2025-02-09,7
TICKET003842,CUST001218,Unauthorized Transaction,2024-08-08,10
TICKET003843,CUST053570,Mobile App Issues,2024-11-21,6
TICKET003844,CUST034030,ATM Withdrawal Failed,2025-04-13,3
TICKET003845,CUST045512,Delayed Refund,2024-10-12,8
TICKET003846,CUST050663,ATM Withdrawal Failed,2024-06-07,5
TICKET003847,CUST009819,KYC Verification Delay,2024-08-27,9
TICKET003848,CUST034625,Unauthorized Transaction,2025-01-05,9
TICKET003849,CUST087516,Incorrect Charges,2024-06-30,7
TICKET003850,CUST049703,Unauthorized Transaction,2024-10-14,10
TICKET003851,CUST062290,KYC Verification Delay,2025-02-17,5
TICKET003852,CUST078903,Unauthorized Transaction,2024-05-26,2
TICKET003853,CUST090400,ATM Withdrawal Failed,2024-10-28,8
TICKET003854,CUST008723,Unauthorized Transaction,2024-12-30,0
TICKET003855,CUST024502,Card Not Working,2024-10-23,0
TICKET003856,CUST041216,Incorrect Charges,2024-10-30,7
TICKET003857,CUST036371,Loan Application Rejected,2024-10-14,2
TICKET003858,CUST032970,Delayed Refund,2024-05-14,1
TICKET003859,CUST015023,Incorrect Charges,2024-12-26,6
TICKET003860,CUST065065,Loan Application Rejected,2024-07-29,5
TICKET003861,CUST096677,ATM Withdrawal Failed,2024-06-04,4
TICKET003862,CUST001944,Account Locked,2025-04-11,4
TICKET003863,CUST086063,Mobile App Issues,2025-03-17,5
TICKET003864,CUST088535,Mobile App Issues,2025-04-23,7
TICKET003865,CUST028905,Account Locked,2024-11-24,0
TICKET003866,CUST031908,Delayed Refund,2025-01-23,7
TICKET003867,CUST039903,ATM Withdrawal Failed,2024-06-06,2
TICKET003868,CUST049671,Delayed Refund,2024-06-09,3
TICKET003869,CUST041151,KYC Verification Delay,2025-02-22,5
TICKET003870,CUST039987,Account Locked,2024-11-29,4
TICKET003871,CUST010482,Poor Customer Service,2025-01-19,0
TICKET003872,CUST065261,Poor Customer Service,2025-03-07,8
TICKET003873,CUST000663,Delayed Refund,2025-02-07,2
TICKET003874,CUST098386,Incorrect Charges,2024-11-22,8
TICKET003875,CUST008569,Delayed Refund,2024-12-11,0
TICKET003876,CUST002930,Poor Customer Service,2024-11-08,3
TICKET003877,CUST008274,Mobile App Issues,2025-05-08,10
TICKET003878,CUST012365,Card Not Working,2024-08-27,9
TICKET003879,CUST046231,Delayed Refund,2024-11-17,7
TICKET003880,CUST035076,Loan Application Rejected,2025-04-05,10
TICKET003881,CUST079095,Card Not Working,2025-03-15,6
TICKET003882,CUST041803,Unauthorized Transaction,2024-07-21,4
TICKET003883,CUST061257,Delayed Refund,2024-12-27,5
TICKET003884,CUST040301,Poor Customer Service,2025-04-19,0
TICKET003885,CUST053338,Account Locked,2024-10-02,8
TICKET003886,CUST069748,Incorrect Charges,2024-12-21,2
TICKET003887,CUST083708,Poor Customer Service,2025-04-18,1
TICKET003888,CUST000893,Incorrect Charges,2024-08-13,4
TICKET003889,CUST009917,Account Locked,2025-02-27,3
TICKET003890,CUST043834,Mobile App Issues,2025-02-17,1
TICKET003891,CUST045836,Card Not Working,2024-10-29,0
TICKET003892,CUST054580,Mobile App Issues,2025-01-04,1
TICKET003893,CUST026226,Poor Customer Service,2025-03-27,5
TICKET003894,CUST077946,Poor Customer Service,2024-08-05,4
TICKET003895,CUST057313,Card Not Working,2024-09-23,9
TICKET003896,CUST019029,Delayed Refund,2024-10-17,10
TICKET003897,CUST005939,Account Locked,2024-07-07,0
TICKET003898,CUST077297,Poor Customer Service,2025-02-19,8
TICKET003899,CUST009337,Account Locked,2024-06-30,2
TICKET003900,CUST061969,Poor Customer Service,2024-09-24,8
TICKET003901,CUST003624,Delayed Refund,2025-01-13,5
TICKET003902,CUST097948,KYC Verification Delay,2025-01-25,10
TICKET003903,CUST000152,Loan Application Rejected,2024-08-14,10
TICKET003904,CUST075196,Loan Application Rejected,2024-06-04,2
TICKET003905,CUST035520,Incorrect Charges,2024-08-19,9
TICKET003906,CUST022720,Mobile App Issues,2024-09-23,5
TICKET003907,CUST050406,Loan Application Rejected,2024-10-04,5
TICKET003908,CUST021670,Unauthorized Transaction,2025-04-13,6
TICKET003909,CUST033976,Poor Customer Service,2024-08-07,4
TICKET003910,CUST066808,Poor Customer Service,2025-04-28,6
TICKET003911,CUST023186,Poor Customer Service,2025-02-14,7
TICKET003912,CUST011855,Poor Customer Service,2024-09-21,9
TICKET003913,CUST092310,Incorrect Charges,2024-08-15,7
TICKET003914,CUST051498,Unauthorized Transaction,2024-11-01,10
TICKET003915,CUST050394,Delayed Refund,2024-11-19,8
TICKET003916,CUST009620,Loan Application Rejected,2024-06-25,3
TICKET003917,CUST006721,Mobile App Issues,2025-01-29,5
TICKET003918,CUST016551,Account Locked,2025-01-21,10
TICKET003919,CUST001681,Card Not Working,2025-03-12,2
TICKET003920,CUST091525,Account Locked,2025-03-03,10
TICKET003921,CUST016060,Poor Customer Service,2024-08-27,7
TICKET003922,CUST006074,ATM Withdrawal Failed,2024-08-26,2
TICKET003923,CUST014695,Delayed Refund,2024-10-21,8
TICKET003924,CUST008601,Account Locked,2025-04-11,8
TICKET003925,CUST028901,Account Locked,2024-05-18,5
TICKET003926,CUST080584,Delayed Refund,2024-08-24,3
TICKET003927,CUST064578,Delayed Refund,2024-11-16,7
TICKET003928,CUST019504,Loan Application Rejected,2024-05-16,7
TICKET003929,CUST028488,Poor Customer Service,2024-07-17,0
TICKET003930,CUST018001,ATM Withdrawal Failed,2024-09-30,2
TICKET003931,CUST045380,Account Locked,2024-12-24,8
TICKET003932,CUST091017,Card Not Working,2025-04-30,5
TICKET003933,CUST073483,Account Locked,2024-09-03,5
TICKET003934,CUST015855,Account Locked,2025-02-23,3
TICKET003935,CUST021635,KYC Verification Delay,2024-08-12,0
TICKET003936,CUST027860,Incorrect Charges,2024-11-09,0
TICKET003937,CUST082259,KYC Verification Delay,2025-01-26,9
TICKET003938,CUST004307,Account Locked,2025-03-05,7
TICKET003939,CUST022765,Poor Customer Service,2025-03-31,8
TICKET003940,CUST040926,Poor Customer Service,2024-11-30,7
TICKET003941,CUST074287,KYC Verification Delay,2024-08-13,7
TICKET003942,CUST018451,Unauthorized Transaction,2025-01-30,2
TICKET003943,CUST099411,Card Not Working,2024-05-15,8
TICKET003944,CUST006410,Mobile App Issues,2024-07-20,6
TICKET003945,CUST042768,Unauthorized Transaction,2024-08-28,7
TICKET003946,CUST080604,Loan Application Rejected,2024-11-09,5
TICKET003947,CUST034936,Poor Customer Service,2024-10-10,9
TICKET003948,CUST026156,Mobile App Issues,2024-10-29,0
TICKET003949,CUST000186,KYC Verification Delay,2025-05-07,0
TICKET003950,CUST081397,Loan Application Rejected,2024-10-10,10
TICKET003951,CUST046750,Card Not Working,2024-10-11,5
TICKET003952,CUST014296,Delayed Refund,2025-01-09,1
TICKET003953,CUST011209,Unauthorized Transaction,2025-03-29,6
TICKET003954,CUST001525,Delayed Refund,2025-03-16,5
TICKET003955,CUST036772,KYC Verification Delay,2025-03-07,9
TICKET003956,CUST002803,Account Locked,2024-10-10,8
TICKET003957,CUST008179,KYC Verification Delay,2024-10-22,3
TICKET003958,CUST023004,Mobile App Issues,2024-10-02,2
TICKET003959,CUST041444,Incorrect Charges,2025-03-16,8
TICKET003960,CUST074466,Delayed Refund,2024-11-13,9
TICKET003961,CUST098859,Unauthorized Transaction,2025-02-14,8
TICKET003962,CUST005640,Account Locked,2025-04-27,1
TICKET003963,CUST015888,Incorrect Charges,2024-10-07,3
TICKET003964,CUST014846,Poor Customer Service,2024-06-14,3
TICKET003965,CUST000843,Account Locked,2025-03-31,6
TICKET003966,CUST033031,Unauthorized Transaction,2024-06-23,7
TICKET003967,CUST080640,Mobile App Issues,2024-10-18,1
TICKET003968,CUST035351,Loan Application Rejected,2025-01-19,4
TICKET003969,CUST062570,Incorrect Charges,2025-01-09,2
TICKET003970,CUST095500,KYC Verification Delay,2025-05-06,1
TICKET003971,CUST001118,KYC Verification Delay,2024-12-12,8
TICKET003972,CUST076084,Delayed Refund,2024-07-12,9
TICKET003973,CUST030782,Incorrect Charges,2024-10-07,10
TICKET003974,CUST035072,Account Locked,2024-08-16,7
TICKET003975,CUST052892,Account Locked,2025-02-14,10
TICKET003976,CUST034628,KYC Verification Delay,2025-04-02,5
TICKET003977,CUST038523,Delayed Refund,2024-10-27,4
TICKET003978,CUST097991,Delayed Refund,2024-09-01,7
TICKET003979,CUST067885,Poor Customer Service,2025-03-15,6
TICKET003980,CUST084488,ATM Withdrawal Failed,2024-12-18,9
TICKET003981,CUST096251,Card Not Working,2024-07-22,5
TICKET003982,CUST070429,ATM Withdrawal Failed,2025-01-30,8
TICKET003983,CUST099671,ATM Withdrawal Failed,2025-01-30,1
TICKET003984,CUST012541,Poor Customer Service,2025-04-16,2
TICKET003985,CUST037472,Mobile App Issues,2024-05-23,6
TICKET003986,CUST091008,Loan Application Rejected,2024-06-05,10
TICKET003987,CUST067983,Account Locked,2024-06-29,9
TICKET003988,CUST007147,Loan Application Rejected,2024-08-22,8
TICKET003989,CUST066676,KYC Verification Delay,2024-09-05,4
TICKET003990,CUST031121,Poor Customer Service,2025-01-17,7
TICKET003991,CUST098328,Mobile App Issues,2024-08-23,9
TICKET003992,CUST065352,Incorrect Charges,2024-10-22,10
TICKET003993,CUST067222,Delayed Refund,2024-10-24,10
TICKET003994,CUST027781,Mobile App Issues,2024-07-28,6
TICKET003995,CUST061565,Incorrect Charges,2024-12-02,4
TICKET003996,CUST007812,Poor Customer Service,2024-12-25,5
TICKET003997,CUST012637,Mobile App Issues,2025-05-04,0
TICKET003998,CUST083177,Delayed Refund,2024-12-05,2
TICKET003999,CUST003887,Unauthorized Transaction,2024-05-14,8
TICKET004000,CUST098686,Incorrect Charges,2024-07-11,6
TICKET004001,CUST044850,Mobile App Issues,2025-04-30,9
TICKET004002,CUST044626,Card Not Working,2025-03-05,0
TICKET004003,CUST015767,Mobile App Issues,2025-03-10,10
TICKET004004,CUST006914,Loan Application Rejected,2024-12-24,1
TICKET004005,CUST075048,Card Not Working,2024-08-13,0
TICKET004006,CUST080801,ATM Withdrawal Failed,2024-07-05,7
TICKET004007,CUST088810,Mobile App Issues,2024-12-25,8
TICKET004008,CUST033536,Incorrect Charges,2025-03-16,8
TICKET004009,CUST081227,Account Locked,2024-06-22,7
TICKET004010,CUST038447,Account Locked,2025-03-14,10
TICKET004011,CUST059327,Account Locked,2024-11-08,0
TICKET004012,CUST021284,Card Not Working,2025-05-09,8
TICKET004013,CUST041061,ATM Withdrawal Failed,2024-08-08,6
TICKET004014,CUST093177,KYC Verification Delay,2024-05-16,0
TICKET004015,CUST017498,Delayed Refund,2024-09-06,9
TICKET004016,CUST020362,Poor Customer Service,2024-07-20,1
TICKET004017,CUST041832,Poor Customer Service,2024-11-08,7
TICKET004018,CUST027730,ATM Withdrawal Failed,2024-06-10,5
TICKET004019,CUST073279,Poor Customer Service,2024-10-15,3
TICKET004020,CUST007963,Account Locked,2025-02-04,5
TICKET004021,CUST012338,Card Not Working,2024-05-21,1
TICKET004022,CUST005101,Card Not Working,2024-11-18,6
TICKET004023,CUST094233,KYC Verification Delay,2025-03-09,5
TICKET004024,CUST062509,Mobile App Issues,2024-12-12,10
TICKET004025,CUST019388,KYC Verification Delay,2024-06-26,3
TICKET004026,CUST019079,Delayed Refund,2024-12-26,3
TICKET004027,CUST072862,KYC Verification Delay,2024-10-30,9
TICKET004028,CUST044123,Delayed Refund,2024-11-12,7
TICKET004029,CUST080295,Delayed Refund,2024-06-05,9
TICKET004030,CUST079049,ATM Withdrawal Failed,2024-12-17,2
TICKET004031,CUST071874,Loan Application Rejected,2024-10-12,7
TICKET004032,CUST030568,Account Locked,2024-11-04,10
TICKET004033,CUST063404,Mobile App Issues,2025-01-24,2
TICKET004034,CUST073127,Account Locked,2025-04-11,2
TICKET004035,CUST074063,Poor Customer Service,2024-07-03,7
TICKET004036,CUST015908,Delayed Refund,2024-07-01,8
TICKET004037,CUST033439,Account Locked,2025-05-12,8
TICKET004038,CUST007126,Card Not Working,2024-06-28,4
TICKET004039,CUST027168,Loan Application Rejected,2024-06-04,10
TICKET004040,CUST091562,KYC Verification Delay,2024-07-21,2
TICKET004041,CUST047778,Unauthorized Transaction,2024-10-01,3
TICKET004042,CUST051564,Delayed Refund,2025-03-21,5
TICKET004043,CUST084352,Poor Customer Service,2024-06-18,7
TICKET004044,CUST072005,Loan Application Rejected,2025-03-18,5
TICKET004045,CUST043512,Delayed Refund,2025-01-05,2
TICKET004046,CUST023424,Unauthorized Transaction,2025-01-26,4
TICKET004047,CUST069103,Unauthorized Transaction,2025-01-07,9
TICKET004048,CUST002131,Mobile App Issues,2025-02-21,8
TICKET004049,CUST094674,Card Not Working,2024-12-26,9
TICKET004050,CUST047597,Mobile App Issues,2024-10-21,1
TICKET004051,CUST084720,Poor Customer Service,2025-03-03,5
TICKET004052,CUST045306,Incorrect Charges,2025-02-05,2
TICKET004053,CUST005077,Card Not Working,2025-03-31,4
TICKET004054,CUST044115,Mobile App Issues,2024-06-14,4
TICKET004055,CUST050930,KYC Verification Delay,2025-04-07,7
TICKET004056,CUST000973,Delayed Refund,2025-04-16,1
TICKET004057,CUST060491,Mobile App Issues,2024-09-26,1
TICKET004058,CUST005744,KYC Verification Delay,2024-11-28,8
TICKET004059,CUST087605,ATM Withdrawal Failed,2025-01-29,8
TICKET004060,CUST059405,Delayed Refund,2025-01-05,5
TICKET004061,CUST054863,Incorrect Charges,2025-05-02,8
TICKET004062,CUST093325,Delayed Refund,2024-05-20,2
TICKET004063,CUST043659,ATM Withdrawal Failed,2024-11-03,10
TICKET004064,CUST014055,Incorrect Charges,2024-07-04,4
TICKET004065,CUST076673,KYC Verification Delay,2024-10-06,10
TICKET004066,CUST048922,Incorrect Charges,2024-05-22,2
TICKET004067,CUST036098,Card Not Working,2025-02-10,0
TICKET004068,CUST001593,Account Locked,2025-02-05,6
TICKET004069,CUST058158,Unauthorized Transaction,2024-08-09,8
TICKET004070,CUST068866,Loan Application Rejected,2024-06-14,10
TICKET004071,CUST087155,KYC Verification Delay,2024-07-10,9
TICKET004072,CUST000111,KYC Verification Delay,2025-04-18,1
TICKET004073,CUST085933,Unauthorized Transaction,2024-07-23,8
TICKET004074,CUST057793,Account Locked,2025-03-02,7
TICKET004075,CUST064145,Unauthorized Transaction,2025-03-23,2
TICKET004076,CUST086649,Account Locked,2024-12-04,9
TICKET004077,CUST010463,Mobile App Issues,2024-11-09,10
TICKET004078,CUST004530,Delayed Refund,2025-02-20,6
TICKET004079,CUST045756,Mobile App Issues,2025-04-04,5
TICKET004080,CUST020146,ATM Withdrawal Failed,2025-03-22,7
TICKET004081,CUST068026,Delayed Refund,2025-04-06,2
TICKET004082,CUST043363,Unauthorized Transaction,2025-04-05,4
TICKET004083,CUST004234,ATM Withdrawal Failed,2024-10-04,4
TICKET004084,CUST043697,ATM Withdrawal Failed,2025-01-16,2
TICKET004085,CUST066099,Poor Customer Service,2025-04-08,10
TICKET004086,CUST079761,Unauthorized Transaction,2024-12-14,10
TICKET004087,CUST021860,Unauthorized Transaction,2024-06-27,6
TICKET004088,CUST064616,Mobile App Issues,2025-02-21,4
TICKET004089,CUST078245,Poor Customer Service,2024-08-02,8
TICKET004090,CUST040986,Delayed Refund,2025-02-19,6
TICKET004091,CUST021332,Poor Customer Service,2025-04-16,10
TICKET004092,CUST072446,Delayed Refund,2024-05-27,7
TICKET004093,CUST066839,ATM Withdrawal Failed,2025-03-08,4
TICKET004094,CUST011010,Account Locked,2024-11-01,4
TICKET004095,CUST097723,Poor Customer Service,2024-07-20,7
TICKET004096,CUST094530,Incorrect Charges,2024-06-16,5
TICKET004097,CUST050307,Mobile App Issues,2024-11-09,5
TICKET004098,CUST066872,Mobile App Issues,2025-04-12,10
TICKET004099,CUST089453,Loan Application Rejected,2024-12-02,2
TICKET004100,CUST090424,ATM Withdrawal Failed,2024-06-06,9
TICKET004101,CUST051020,Mobile App Issues,2024-05-21,4
TICKET004102,CUST044669,Loan Application Rejected,2025-01-20,6
TICKET004103,CUST037394,Poor Customer Service,2024-08-28,4
TICKET004104,CUST003061,KYC Verification Delay,2024-12-10,5
TICKET004105,CUST060172,Mobile App Issues,2025-02-01,6
TICKET004106,CUST018286,Incorrect Charges,2025-02-21,3
TICKET004107,CUST058145,KYC Verification Delay,2024-06-29,10
TICKET004108,CUST082688,Poor Customer Service,2024-10-09,0
TICKET004109,CUST066682,Delayed Refund,2025-04-07,9
TICKET004110,CUST062909,Unauthorized Transaction,2025-03-25,7
TICKET004111,CUST088808,Unauthorized Transaction,2025-04-25,5
TICKET004112,CUST001807,Delayed Refund,2024-12-24,2
TICKET004113,CUST050778,ATM Withdrawal Failed,2025-04-20,5
TICKET004114,CUST040864,KYC Verification Delay,2025-02-06,6
TICKET004115,CUST070247,Unauthorized Transaction,2024-09-03,6
TICKET004116,CUST037971,Incorrect Charges,2024-10-05,4
TICKET004117,CUST050069,ATM Withdrawal Failed,2025-03-26,7
TICKET004118,CUST041080,Mobile App Issues,2024-07-09,9
TICKET004119,CUST045404,Loan Application Rejected,2024-10-30,10
TICKET004120,CUST042187,Loan Application Rejected,2024-06-06,9
TICKET004121,CUST040817,Mobile App Issues,2024-05-30,0
TICKET004122,CUST037991,KYC Verification Delay,2024-11-28,2
TICKET004123,CUST045372,Account Locked,2024-12-13,2
TICKET004124,CUST028494,Unauthorized Transaction,2025-02-06,6
TICKET004125,CUST011832,Incorrect Charges,2025-02-02,9
TICKET004126,CUST017812,Delayed Refund,2024-09-28,4
TICKET004127,CUST070326,Delayed Refund,2024-07-02,6
TICKET004128,CUST042152,Incorrect Charges,2025-01-06,4
TICKET004129,CUST040714,Mobile App Issues,2024-10-02,8
TICKET004130,CUST068270,KYC Verification Delay,2024-12-01,0
TICKET004131,CUST092268,KYC Verification Delay,2024-12-01,7
TICKET004132,CUST058612,KYC Verification Delay,2024-07-07,1
TICKET004133,CUST078861,Poor Customer Service,2025-05-10,8
TICKET004134,CUST092245,Account Locked,2024-11-05,9
TICKET004135,CUST065035,Poor Customer Service,2025-04-26,8
TICKET004136,CUST071021,Poor Customer Service,2024-10-23,9
TICKET004137,CUST099568,Poor Customer Service,2024-09-26,6
TICKET004138,CUST045296,KYC Verification Delay,2024-12-11,10
TICKET004139,CUST047454,Card Not Working,2024-12-23,7
TICKET004140,CUST004977,Card Not Working,2024-09-03,0
TICKET004141,CUST056096,KYC Verification Delay,2025-01-23,5
TICKET004142,CUST093901,Account Locked,2024-07-12,9
TICKET004143,CUST066096,KYC Verification Delay,2025-03-04,8
TICKET004144,CUST061639,Incorrect Charges,2024-06-20,10
