ticket_id,customer_id,complaint_category,complaint_date,severity,age,processing_time,partition_date,partition_hour
TICKET003378,CUST027775,Card Not Working,2025-01-04,4,130,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003379,CUST071366,KYC Verification Delay,2025-04-06,7,38,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003380,CUST061799,Incorrect Charges,2025-04-30,7,14,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003381,CUST045424,Loan Application Rejected,2024-12-05,5,160,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003382,CUST018951,ATM Withdrawal Failed,2024-09-06,5,250,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003383,CUST008293,KYC Verification Delay,2024-06-25,5,323,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003384,CUST041645,Loan Application Rejected,2024-09-17,7,239,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003385,CUST006341,ATM Withdrawal Failed,2024-11-25,5,170,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003386,CUST069056,Card Not Working,2025-04-01,5,43,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003387,CUST051673,KYC Verification Delay,2024-09-21,2,235,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003388,CUST092691,Account Locked,2024-10-07,4,219,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003389,CUST038613,Loan Application Rejected,2024-09-05,3,251,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003390,CUST028658,Mobile App Issues,2024-05-19,1,360,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003391,CUST092331,KYC Verification Delay,2025-05-07,3,7,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003392,CUST009097,Poor Customer Service,2024-10-25,4,201,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003393,CUST077073,KYC Verification Delay,2025-01-02,9,132,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003394,CUST043436,Unauthorized Transaction,2024-12-28,9,137,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003395,CUST072509,Incorrect Charges,2024-08-14,0,273,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003396,CUST084915,Incorrect Charges,2024-06-03,6,345,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003397,CUST088931,Account Locked,2024-10-29,1,197,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003398,CUST092509,ATM Withdrawal Failed,2024-06-25,10,323,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003399,CUST029450,KYC Verification Delay,2024-08-07,7,280,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003400,CUST071171,Account Locked,2025-04-13,4,31,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003401,CUST059525,Loan Application Rejected,2024-11-06,6,189,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003402,CUST073477,KYC Verification Delay,2024-07-17,2,301,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003403,CUST069193,Poor Customer Service,2024-05-20,8,359,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003404,CUST095118,KYC Verification Delay,2025-05-02,2,12,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003405,CUST074379,Delayed Refund,2025-01-03,9,131,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003406,CUST086770,Mobile App Issues,2024-10-13,0,213,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003407,CUST097993,Unauthorized Transaction,2024-10-14,8,212,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003408,CUST024030,ATM Withdrawal Failed,2024-06-06,9,342,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003409,CUST061257,Account Locked,2025-01-14,7,120,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003410,CUST096389,Poor Customer Service,2024-06-23,8,325,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003411,CUST060772,Loan Application Rejected,2024-12-21,2,144,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003412,CUST059675,Incorrect Charges,2025-04-08,3,36,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003413,CUST074777,Incorrect Charges,2024-10-04,6,222,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003414,CUST032359,Account Locked,2025-01-18,8,116,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003415,CUST066400,Loan Application Rejected,2024-09-04,3,252,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003416,CUST082498,Account Locked,2024-11-30,3,165,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003417,CUST081056,Card Not Working,2024-05-30,7,349,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003418,CUST093638,Mobile App Issues,2024-08-10,0,277,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003419,CUST048129,Card Not Working,2024-10-31,3,195,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003420,CUST006719,ATM Withdrawal Failed,2025-03-17,9,58,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003421,CUST094600,Loan Application Rejected,2025-03-23,10,52,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003422,CUST034963,Card Not Working,2024-08-28,6,259,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003423,CUST047686,Account Locked,2025-03-24,7,51,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003424,CUST090598,Mobile App Issues,2024-05-15,5,364,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003425,CUST060508,Card Not Working,2024-07-26,10,292,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003426,CUST064402,Account Locked,2025-02-19,4,84,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003427,CUST001215,Loan Application Rejected,2024-10-31,3,195,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003428,CUST005052,ATM Withdrawal Failed,2024-06-05,10,343,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003429,CUST003590,Incorrect Charges,2025-01-06,3,128,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003430,CUST096649,KYC Verification Delay,2024-07-11,3,307,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003431,CUST046147,KYC Verification Delay,2025-02-26,0,77,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003432,CUST073802,Delayed Refund,2024-06-03,10,345,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003433,CUST006667,Delayed Refund,2024-05-16,2,363,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003434,CUST064691,KYC Verification Delay,2025-04-11,8,33,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003435,CUST054938,KYC Verification Delay,2025-01-02,8,132,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003436,CUST040537,Delayed Refund,2025-02-10,8,93,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003437,CUST064724,Card Not Working,2024-08-03,2,284,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003438,CUST058343,Unauthorized Transaction,2024-07-06,6,312,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003439,CUST021115,ATM Withdrawal Failed,2025-03-28,7,47,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003440,CUST045920,Poor Customer Service,2024-08-29,2,258,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003441,CUST033520,Card Not Working,2025-02-18,4,85,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003442,CUST011117,KYC Verification Delay,2025-02-01,3,102,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003443,CUST025422,Incorrect Charges,2024-05-21,5,358,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003444,CUST066106,Account Locked,2024-09-26,10,230,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003445,CUST008810,Unauthorized Transaction,2024-05-24,2,355,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003446,CUST021262,Mobile App Issues,2025-02-27,2,76,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003447,CUST006081,Poor Customer Service,2025-03-25,6,50,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003448,CUST072628,ATM Withdrawal Failed,2025-01-15,6,119,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003449,CUST007637,KYC Verification Delay,2024-12-14,0,151,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003450,CUST059002,Card Not Working,2025-03-21,8,54,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003451,CUST035487,Loan Application Rejected,2024-06-06,10,342,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003452,CUST083095,Account Locked,2024-06-27,10,321,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003453,CUST088722,Account Locked,2025-04-20,7,24,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003454,CUST046674,KYC Verification Delay,2025-03-19,3,56,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003455,CUST057617,Poor Customer Service,2025-03-22,5,53,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003456,CUST042073,ATM Withdrawal Failed,2025-04-20,4,24,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003457,CUST023246,Mobile App Issues,2025-03-30,9,45,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003458,CUST042960,Poor Customer Service,2024-12-23,8,142,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003459,CUST088337,KYC Verification Delay,2025-03-26,1,49,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003460,CUST074986,ATM Withdrawal Failed,2024-10-25,5,201,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003461,CUST002401,Account Locked,2024-09-23,7,233,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003462,CUST027615,Mobile App Issues,2025-04-05,6,39,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003463,CUST072106,Poor Customer Service,2024-06-18,10,330,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003464,CUST003970,KYC Verification Delay,2024-06-02,1,346,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003465,CUST093832,Delayed Refund,2024-07-10,2,308,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003466,CUST068428,Loan Application Rejected,2024-08-15,9,272,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003467,CUST030210,ATM Withdrawal Failed,2024-06-20,0,328,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003468,CUST015108,Incorrect Charges,2025-03-22,3,53,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003469,CUST079828,Loan Application Rejected,2024-06-03,0,345,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003470,CUST019870,Unauthorized Transaction,2025-03-06,9,69,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003471,CUST071775,Account Locked,2025-02-21,5,82,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003472,CUST087325,Incorrect Charges,2024-08-04,2,283,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003473,CUST068214,KYC Verification Delay,2025-01-29,2,105,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003474,CUST002537,Incorrect Charges,2024-06-15,9,333,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003475,CUST052657,KYC Verification Delay,2024-06-24,9,324,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003476,CUST038471,Account Locked,2024-06-21,6,327,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003477,CUST029871,Delayed Refund,2024-09-06,4,250,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003478,CUST088988,Loan Application Rejected,2025-04-12,8,32,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003479,CUST043799,KYC Verification Delay,2025-03-17,7,58,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003480,CUST015602,Loan Application Rejected,2024-06-08,9,340,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003481,CUST050962,ATM Withdrawal Failed,2024-07-21,4,297,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003482,CUST074174,Card Not Working,2025-04-14,10,30,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003483,CUST092457,Mobile App Issues,2024-11-28,7,167,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003484,CUST057810,KYC Verification Delay,2024-11-19,9,176,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003485,CUST023631,ATM Withdrawal Failed,2024-12-27,10,138,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003486,CUST062093,Mobile App Issues,2025-02-08,3,95,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003487,CUST015989,Poor Customer Service,2025-03-27,10,48,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003488,CUST072403,Unauthorized Transaction,2025-02-28,9,75,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003489,CUST075667,Account Locked,2024-07-21,6,297,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003490,CUST066319,Incorrect Charges,2024-12-09,5,156,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003491,CUST054880,Poor Customer Service,2024-10-04,3,222,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003492,CUST038179,Unauthorized Transaction,2024-07-06,8,312,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003493,CUST073645,Unauthorized Transaction,2024-08-23,9,264,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003494,CUST066300,Account Locked,2024-10-29,6,197,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003495,CUST079920,ATM Withdrawal Failed,2025-03-24,5,51,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003496,CUST018284,Incorrect Charges,2025-03-09,3,66,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003497,CUST003567,Poor Customer Service,2024-09-23,1,233,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003498,CUST001644,Unauthorized Transaction,2024-09-25,3,231,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003499,CUST023675,Incorrect Charges,2025-03-25,5,50,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003500,CUST054077,Account Locked,2024-07-25,8,293,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003501,CUST062917,KYC Verification Delay,2024-09-18,6,238,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003502,CUST083017,Loan Application Rejected,2025-04-07,8,37,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003503,CUST035583,Poor Customer Service,2025-04-27,6,17,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003504,CUST071995,Mobile App Issues,2025-02-06,3,97,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003505,CUST013481,Incorrect Charges,2024-08-24,8,263,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003506,CUST034485,Card Not Working,2024-08-12,2,275,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003507,CUST095965,Incorrect Charges,2025-04-12,8,32,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003508,CUST034696,Account Locked,2024-08-29,4,258,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003509,CUST069779,Incorrect Charges,2025-02-16,6,87,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003510,CUST043316,Unauthorized Transaction,2024-06-28,0,320,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003511,CUST054517,Loan Application Rejected,2024-12-01,5,164,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003512,CUST038617,Delayed Refund,2024-10-27,9,199,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003513,CUST065879,Loan Application Rejected,2025-04-10,5,34,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003514,CUST088666,ATM Withdrawal Failed,2024-11-27,8,168,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003515,CUST015221,KYC Verification Delay,2024-07-15,0,303,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003516,CUST052371,Loan Application Rejected,2024-11-14,0,181,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003517,CUST012811,Unauthorized Transaction,2025-03-06,9,69,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003518,CUST059666,Card Not Working,2024-08-09,10,278,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003519,CUST066331,Incorrect Charges,2025-01-03,2,131,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003520,CUST070144,Delayed Refund,2024-09-12,4,244,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003521,CUST052941,KYC Verification Delay,2025-02-10,4,93,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003522,CUST060020,Delayed Refund,2024-06-03,4,345,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003523,CUST028585,Account Locked,2024-06-22,4,326,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003524,CUST076633,KYC Verification Delay,2024-07-22,3,296,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003525,CUST064253,Poor Customer Service,2025-04-15,2,29,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003526,CUST086967,ATM Withdrawal Failed,2024-05-30,9,349,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003527,CUST097245,Loan Application Rejected,2024-10-07,8,219,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003528,CUST060175,Delayed Refund,2025-01-25,1,109,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003529,CUST074880,Account Locked,2025-03-07,1,68,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003530,CUST096218,Mobile App Issues,2024-10-10,1,216,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003531,CUST087547,Poor Customer Service,2025-01-31,8,103,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003532,CUST034796,Poor Customer Service,2025-01-14,9,120,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003533,CUST009372,Poor Customer Service,2025-01-08,4,126,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003534,CUST019977,Unauthorized Transaction,2024-09-28,6,228,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003535,CUST017738,Poor Customer Service,2025-04-22,8,22,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003536,CUST000482,Unauthorized Transaction,2024-07-15,4,303,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003537,CUST036593,Unauthorized Transaction,2025-02-24,8,79,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003538,CUST080538,Card Not Working,2025-04-12,1,32,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003539,CUST063520,Loan Application Rejected,2024-06-21,4,327,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003540,CUST004733,ATM Withdrawal Failed,2025-02-02,4,101,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003541,CUST009187,Incorrect Charges,2025-03-13,0,62,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003542,CUST028602,Incorrect Charges,2024-12-28,5,137,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003543,CUST093833,Delayed Refund,2025-03-29,2,46,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003544,CUST062964,Delayed Refund,2025-01-14,2,120,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003545,CUST072121,Loan Application Rejected,2025-01-23,9,111,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003546,CUST015601,Unauthorized Transaction,2025-02-25,1,78,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003547,CUST062904,ATM Withdrawal Failed,2024-06-08,6,340,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003548,CUST028103,Account Locked,2025-02-16,9,87,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003549,CUST093280,KYC Verification Delay,2024-11-24,0,171,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003550,CUST086375,Unauthorized Transaction,2024-12-16,8,149,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003551,CUST038717,Loan Application Rejected,2024-05-23,5,356,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003552,CUST076875,Delayed Refund,2025-03-17,5,58,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003553,CUST070673,Mobile App Issues,2024-11-08,5,187,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003554,CUST075103,KYC Verification Delay,2024-05-29,9,350,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003555,CUST038171,Loan Application Rejected,2025-03-08,7,67,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003556,CUST090828,Unauthorized Transaction,2025-01-19,7,115,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003557,CUST051228,Mobile App Issues,2025-02-05,6,98,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003558,CUST021856,Delayed Refund,2024-08-20,4,267,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003559,CUST057284,Loan Application Rejected,2025-02-07,9,96,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003560,CUST056220,ATM Withdrawal Failed,2024-07-10,5,308,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003561,CUST047087,Incorrect Charges,2024-07-27,8,291,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003562,CUST063338,Delayed Refund,2025-01-17,5,117,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003563,CUST059381,Unauthorized Transaction,2025-03-01,7,74,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003564,CUST087446,Mobile App Issues,2024-12-29,5,136,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003565,CUST016244,Delayed Refund,2024-08-04,7,283,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003566,CUST087273,Account Locked,2025-01-19,7,115,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003567,CUST078711,Incorrect Charges,2025-04-29,6,15,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003568,CUST063500,Incorrect Charges,2024-08-16,10,271,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003569,CUST039756,Delayed Refund,2025-02-03,0,100,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003570,CUST083512,Unauthorized Transaction,2025-01-12,2,122,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003571,CUST013683,Loan Application Rejected,2025-01-25,5,109,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003572,CUST031534,Poor Customer Service,2025-04-02,4,42,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003573,CUST040397,Account Locked,2025-04-11,10,33,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003574,CUST079720,Mobile App Issues,2024-12-08,10,157,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003575,CUST088731,Delayed Refund,2024-12-01,5,164,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003576,CUST013469,Delayed Refund,2024-05-14,7,365,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003577,CUST082770,KYC Verification Delay,2025-04-05,5,39,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003578,CUST041315,Account Locked,2024-07-27,6,291,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003579,CUST020834,Delayed Refund,2025-03-09,2,66,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003580,CUST030695,Unauthorized Transaction,2025-05-04,8,10,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003581,CUST008191,Account Locked,2024-05-26,3,353,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003582,CUST050145,Card Not Working,2025-04-25,1,19,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003583,CUST011296,Card Not Working,2025-01-31,5,103,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003584,CUST091522,Delayed Refund,2024-12-11,3,154,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003585,CUST040487,Loan Application Rejected,2024-09-29,9,227,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003586,CUST020990,Mobile App Issues,2024-08-06,6,281,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003587,CUST054523,ATM Withdrawal Failed,2025-02-18,10,85,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003588,CUST043988,Poor Customer Service,2024-10-24,4,202,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003589,CUST098718,Poor Customer Service,2025-01-05,4,129,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003590,CUST022008,Account Locked,2024-08-09,1,278,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003591,CUST047092,ATM Withdrawal Failed,2024-06-25,1,323,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003592,CUST040746,Poor Customer Service,2024-12-01,4,164,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003593,CUST096597,Poor Customer Service,2024-09-30,4,226,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003594,CUST079561,Card Not Working,2024-06-02,3,346,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003595,CUST058039,Unauthorized Transaction,2024-10-23,7,203,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003596,CUST094555,Loan Application Rejected,2024-07-29,4,289,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003597,CUST076232,Poor Customer Service,2025-04-20,4,24,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003598,CUST065709,ATM Withdrawal Failed,2025-03-27,6,48,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003599,CUST098783,Mobile App Issues,2024-05-31,2,348,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003600,CUST086299,ATM Withdrawal Failed,2024-05-14,8,365,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003601,CUST025125,Delayed Refund,2025-04-01,4,43,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003602,CUST098997,Unauthorized Transaction,2024-08-04,6,283,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003603,CUST027477,ATM Withdrawal Failed,2024-06-24,4,324,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003604,CUST050928,Mobile App Issues,2024-08-23,8,264,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003605,CUST027125,KYC Verification Delay,2025-02-08,10,95,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003606,CUST052603,Incorrect Charges,2024-11-02,6,193,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003607,CUST065635,Card Not Working,2024-12-01,4,164,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003608,CUST000098,Incorrect Charges,2024-08-01,6,286,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003609,CUST014576,Mobile App Issues,2024-12-23,8,142,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003610,CUST042185,Mobile App Issues,2024-06-17,8,331,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003611,CUST078101,Delayed Refund,2025-01-01,5,133,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003612,CUST023830,Mobile App Issues,2024-05-17,3,362,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003613,CUST062244,Loan Application Rejected,2024-08-31,10,256,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003614,CUST062102,Delayed Refund,2025-02-27,10,76,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003615,CUST057167,ATM Withdrawal Failed,2024-12-03,3,162,2025-05-14 17:43:56.112010,2025-05-14,17
TICKET003616,CUST094656,Unauthorized Transaction,2024-09-13,7,243,2025-05-14 17:43:56.112010,2025-05-14,17
